id_linea,nombre_linea,modo,id_ramal,nombre_ramal,ramal,provincia,municipio,id_linea_agg,nombre_linea_agg
97,LINEA 60,COL,97,060I,I (ramal 60 por BAJO SAN ISIDRO,JN,JN,,
97,LINEA 60,COL,97,060J,J (ramal 60 por AUT ING PASCUAL PALAZZO yACC NORTE-Ramal TIGRE)BARRACAS (CABA) - RINCON DE MILBERG(PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060K,K (ramal 60 por AUT PALAZZO y ACC NORTE Ramal TIGRE,JN,JN,,
97,LINEA 60,COL,97,060L,L (por AUT PALAZZO y ACC NORTE-Ramal TIGRE,JN,JN,,
97,LINEA 60,COL,97,060M,M (ramal 60 por ACCESO NORTE - Ramal TIGRE y ALTO TIGRE) BARRACAS (CABA) - RINCON DE MILBERG (PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060N,N (ramal 60 por ACCESO NORTE-Ramal TIGRE y ALTO TIGRE) PTE SAAVEDRA (CABA) - RINCON DE MILBERG (PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060O,O (ramal 60 por AV FLEMING y BAJO TIGRE)  METROBUS NORTE - CABILDO y AV CONGRESO (CABA) - RINCON DE MILBERG (PDO DE TIGRE -PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060P,P (ramal 60 por AV LARRALDE,JN,JN,,
97,LINEA 60,COL,97,060Q,Q (ramal 60 por AUT PALAZZO)BARRACAS (CABA) - ESTAC TERMINAL DE OMNIBUS DE ESCOBAR (PARTIDO DE ESCOBAR - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060R,R (ramal 60 por AUT PALAZZO y B SUR MER)  METROBUS NOR-CABILDO y AV CONGRESO (CABA) - ESTAC TERM DE OMNIBUS ESCOBAR (ESCOBAR - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060S,S (ramal 60 por AUT PALAZZO y B SUR MER)BARRACAS (CABA) - ESTAC TERM DE OMNIBUS ESCOBAR (PDO DE ESCOBAR - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060T,T (ramal 60 por R PCIAL N 27 e INT LARGHI)  METROBUS NORTE-CABILDO y AV CONGRESO (CABA) - ESTAC TERM DE OMNIBUS DE ESCOBAR (ESCOBAR - PCIA DE BS AS),JN,JN,,
97,LINEA 60,COL,97,060U,U (ramal 60 por LINIERS,JN,JN,,
97,LINEA 60,COL,97,060V,V (ramal 60 por AUT PALAZZO) PLAZA ITALIA (CABA) - ESTAC TERM DE OMNIBUS DE ESCOBAR (PDO DE ESCOBAR - PCIA DE BS AS)EXPRESO,JN,JN,,
97,LINEA 60,COL,97,060W,W (ramal 60 por AUT PALAZZO)-restricciOn de paradas tramo PTE SAAVEDRA - AV ALVEAR-R N 23 P ITALIA (CABA)-ET OMNIBUS DE ESCOBAR (ESCOBAR-BS AS),JN,JN,,
98,LINEA 543,COL,98,543A,RAMAL A (EstaciOn Lomas de Zamora-JUAN XXIII y C CINTURA),BUENOS AIRES,LOMAS DE ZAMORA,,
98,LINEA 543,COL,98,543B,RAMAL B (EstaciOn Lomas de Zamora - ALLARIAS - BO STA CATALINA),BUENOS AIRES,LOMAS DE ZAMORA,,
98,LINEA 543,COL,98,543C,RAMAL C (EstaciOn Lomas de Zamora-Puente de La Noria),BUENOS AIRES,LOMAS DE ZAMORA,,
99,LINEA 540 BSAS,COL,99,540A,ESTACION LOMAS DE ZAMORA-PTELA NORIA,BUENOS AIRES,LOMAS DE ZAMORA,,
100,LINEA 603,COL,100,603R1,FINOCCHIETTO Y CALCHAQUI-CALLE 119 Y CALLE 59 (RAMAL 1),BUENOS AIRES,BERAZATEGUI,,
100,LINEA 603,COL,100,603R2,RAMAL 1,BUENOS AIRES,BERAZATEGUI,,
100,LINEA 603,COL,100,603R3,RAMAL BM,BUENOS AIRES,BERAZATEGUI,,
100,LINEA 603,COL,100,603R4,RAMAL 7,BUENOS AIRES,BERAZATEGUI,,
100,LINEA 603,COL,100,603R4-PN,RAMAL 3,BUENOS AIRES,BERAZATEGUI,,
100,LINEA 603,COL,100,603R6,RAMAL 5,BUENOS AIRES,BERAZATEGUI,,
100,LINEA 603,COL,100,603R7,RAMAL 6,BUENOS AIRES,BERAZATEGUI,,
101,LINEA 126,COL,101,126A,A RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES) - AVENIDA MONSENOR RODOLFO BUFANO N 4920 (PARTIDO DE LA MATANZA - PROVINCIA DE BUENOS AIRES),JN,JN,,
101,LINEA 126,COL,101,126B,RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES) - PERIBEBUY y MOCORETA (PARTIDO DE LA MATANZA - PROVINCIA DE BUENOS AIRES),JN,JN,,
101,LINEA 126,COL,101,126C,C AVENIDA DIRECTORIO y AVENIDA JOSE MARIA MORENO (CIUDAD AUTONOMA DE BUENOS AIRES) - AVENIDA MONSENOR RODOLFO BUFANO N 4920 (PARTIDO DE LA MATANZA -,JN,JN,,
101,LINEA 126,COL,101,126D,D AVENIDA DIRECTORIO y AVENIDA JOSE MARIA MORENO (CIUDAD AUTONOMA DE BUENOS AIRES) - PERIBEBUY y MOCORETA (PARTIDO DE LA MATANZA - PROVINCIA DE BUENOS,JN,JN,,
101,LINEA 126,COL,101,126E,E-EXPRESO(por AUT 25 DE MAYO - AU 1 -) - Sobre Recorrido A RETIRO (CABA) - AVENIDA MONSENOR RODOLFO BUFANO N 492(LA MATANZA),JN,JN,,
101,LINEA 126,COL,101,126F,F EXPRESO(por AU 25 DE MAYO - AU 1 -) - Sobre Recorrido B RETIRO (CABA) - PERIBEBUY y MOCORETA (PARTIDO DE LA MATANZA-BSAS),JN,JN,,
102,LINEA 70,COL,102,070A,RAMAL 1,JN,JN,,
102,LINEA 70,COL,102,070B,BARRACAS- RETIRO,JN,JN,,
103,LINEA 283,COL,103,283B1,B1,BUENOS AIRES,PROV,,
103,LINEA 283,COL,103,283B2,B2,BUENOS AIRES,PROV,,
103,LINEA 283,COL,103,283B3,B3,BUENOS AIRES,PROV,,
104,LINEA 181,COL,104,181A,MARMOL Y CONSTITUCION - RUBENS Y DEFENSA (POR LA MERCED),JN,JN,,
104,LINEA 181,COL,104,181B,MARMOL Y CONSTITUCION - RUBENS Y DEFENSA (POR PUAN),JN,JN,,
105,LINEA 295,COL,105,295R2,2- WILDE POR BOUCHARD,BUENOS AIRES,PROV,,
105,LINEA 295,COL,105,295R4,4- BARRACAS POR MAGAN,BUENOS AIRES,PROV,,
105,LINEA 295,COL,105,295R5,5- BARRACAS POR CORDOBA,BUENOS AIRES,PROV,,
105,LINEA 295,COL,105,295TR1,1- TRONCAL,BUENOS AIRES,PROV,,
106,LINEA 542 BSAS,COL,106,542P,PRINCIPAL (Puente de La Noria - EstaciOn Lomas de Zamora),BUENOS AIRES,LOMAS DE ZAMORA,,
107,LINEA 237A,COL,107,237AA1,RAMAL A1 LANZONE - MORRIS,BUENOS AIRES,PROV,,
107,LINEA 237A,COL,107,237AA2,RAMAL A2 LANZONE - RUTA 201,BUENOS AIRES,PROV,,
107,LINEA 237A,COL,107,237AB,RAMAL B LANZONE - LINIERS,BUENOS AIRES,PROV,,
107,LINEA 237A,COL,107,237AT,RAMAL T LANZONE - BEIRO,BUENOS AIRES,PROV,,
107,LINEA 237A,COL,107,237AV,RAMAL V LIBERTADOR - BEIRO,BUENOS AIRES,PROV,,
108,LINEA 619,COL,108,619,FINOCCHIETTO Y CALCHAQUI BARRIO EL PATO,BUENOS AIRES,BERAZATEGUI,,
109,LINEA 323,COL,109,323C,RAMAL C,BUENOS AIRES,PROV,,
110,LINEA 379,COL,110,379A,DARRAGUEIRA,BUENOS AIRES,PROV,,
111,LINEA 239A,COL,111,239ARL,RAMAL W,BUENOS AIRES,PROV,,
111,LINEA 239A,COL,111,239ATS,TRONCAL S-ESTLOMAS DE ZAMORA(ALTE BROWN Y BALCARCE)-CALLE 899 Y AV RIBERENA (SFRANCISCO SOLANO),BUENOS AIRES,PROV,,
112,LINEA 160,COL,112,160A,A-CIUDAD UNIVERSITARIA(CABA)-BDON ORIONE(ALTE BROWN)x AGUAS ARG Y AALSINA,JN,JN,,
112,LINEA 160,COL,112,160B,B-CIUDAD UNIVERSITARIA(CABA)-BDON ORIONE(ALTE BROWN)x AGUAS ARG Y JOAQUIN GONZALEZ,JN,JN,,
112,LINEA 160,COL,112,160C,C-CIUDAD UNIVERSITARIA(CABA)-BDON ORIONE(ALTE BROWN)x AEROPARQUE Y AALSINA,JN,JN,,
112,LINEA 160,COL,112,160D,D-CIUDAD UNIVERSITARIA(CABA)-BDON ORIONE(ALTE BROWN)x AEROPARQUE Y JOAQUIN GONZALEZ,JN,JN,,
112,LINEA 160,COL,112,160E,E-ESTACION 3 DE FEBRERO(FFCC MITRE)CABA-BDON ORIONE (ALTE BROWN)x AALSINA,JN,JN,,
112,LINEA 160,COL,112,160F,F-EST3 DE FEBRERO(FFCC MITRE)CABA-B DON ORIONE (ALTE BROWN) x JVGONZALEZ,JN,JN,,
112,LINEA 160,COL,112,160G,G-CIUDAD UNIVERSITARIA(CABA)-NUEVA POMPEYA(CABA) xAGUAS ARG,JN,JN,,
112,LINEA 160,COL,112,160H,H-CIUDAD UNIVERSITARIA(CABA)-NUEVA POMPEYA(CABA) x AEROPARQUE,JN,JN,,
112,LINEA 160,COL,112,160I,I-NUEVA POMPEYA(CABA)-BDON ORIONE(ALTE BROWN-GBA) x AALSINA,JN,JN,,
112,LINEA 160,COL,112,160J,J-NUEVA POMPEYA(CABA)-BDON ORIONE(ALTE BROWN-GBA) x JVGONZALEZ,JN,JN,,
112,LINEA 160,COL,112,160K,K-CIUDAD UNIVERSITARIA(CABA)-ESTLANUS(FFCC ROCA) x AGUAS ARG,JN,JN,,
112,LINEA 160,COL,112,160L,L-CIUDAD UNIVERSITARIA(CABA)-ESTLANUS(FFCC ROCA) x AEROPARQUE,JN,JN,,
112,LINEA 160,COL,112,160M,M (por ADOLFO ALSINA) NUEVA POMPEYA (CIUDAD AUTONOMA DE BUENOS AIRES) - BARRIO DON ORIONE (PARTIDO DE ALMIRANTE BROWN - PROVINCIA DE BUENOS AIRES),JN,JN,,
112,LINEA 160,COL,112,160N,N-EXPRESO-N (por AGUAS ARGENTINAS) CIUDAD UNIVERSITARIA (CIUDAD AUTONOMA DE BUENOS AIRES) - PLAZA ITALIA (CIUDAD AUTONOMA DE BUENOS AIRES),JN,JN,,
113,LINEA 324,COL,113,324R16,324 RAMAL 16,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R2,324 RAMAL 2,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R2F,324 FRACCIONADO RAMAL 2,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R3,324 RAMAL 3,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R3F,324 FRACCIONADO RAMAL 3,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R6C,324 RAMAL 6C,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R6P,324 RAMAL 6 P,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R9,324 RAMAL 9,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324R9F,324 FRACCIONADO RAMAL 9,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324T5,324 TRONCAL 5,BUENOS AIRES,PROV,,
113,LINEA 324,COL,113,324T5F,324 FRACCIONADO TRONCAL 5,BUENOS AIRES,PROV,,
114,LINEA 278,COL,114,278A,RAMAL A,BUENOS AIRES,PROV,,
114,LINEA 278,COL,114,278B,RAMAL B,BUENOS AIRES,PROV,,
114,LINEA 278,COL,114,278S,RAMAL S,BUENOS AIRES,PROV,,
115,LINEA 585,COL,115,585A,RAMAL ROJO,BUENOS AIRES,QUILMES,,
115,LINEA 585,COL,115,585B,RAMAL VERDE,BUENOS AIRES,QUILMES,,
116,LINEA 214,COL,116,214A,TRONCAL A FRIGORIFICO POR 56,BUENOS AIRES,PROV,,
116,LINEA 214,COL,116,214B167,RAMAL B 167 Y 60 - MONTEVIDEO Y 2,BUENOS AIRES,PROV,,
116,LINEA 214,COL,116,214B64,RAMAL B POR 64 155 Y 60 - MONTEVIDEO Y 2,BUENOS AIRES,PROV,,
116,LINEA 214,COL,116,214D,RAMAL D FRIGORIFICO ARMOUR POR DIAGONAL 73,BUENOS AIRES,PROV,,
117,LINEA 134,COL,117,134A,BARRIO NICOLAS AVELLANEDA - ESTACION DEVOTO,JN,JN,,
117,LINEA 134,COL,117,134B,PEDERY AVRIVADAVIA(CF) - CANTILO Y SANABRIA (CF),JN,JN,,
118,LINEA 180,COL,118,180A,RAMAL 1,JN,JN,,
118,LINEA 180,COL,118,180B,RAMAL 2,JN,JN,,
118,LINEA 180,COL,118,180C,RAMAL 3,JN,JN,,
118,LINEA 180,COL,118,180D,RAMAL 4,JN,JN,,
118,LINEA 180,COL,118,180E,RAMAL 5,JN,JN,,
118,LINEA 180,COL,118,180F,SENGUEL ( LA MATANZA) - ALBERTI Y LARRAZ (CAPITAL),JN,JN,,
118,LINEA 180,COL,118,180G,CRIST Y CROV(LA MATANZA) - BEAUCHEF (CAPITA),JN,JN,,
118,LINEA 180,COL,118,180H,180H RAMAL H,JN,JN,,
118,LINEA 180,COL,118,180I,180I RAMAL I,JN,JN,,
119,LINEA 586,COL,119,586A,MUNICIPALIDAD DE QUILMES,BUENOS AIRES,QUILMES,,
120,LINEA 326,COL,120,326A,TRONCAL  HAEDO - TROPEZON,BUENOS AIRES,PROV,,
120,LINEA 326,COL,120,326B,CIUDADELA - PALOMAR,BUENOS AIRES,PROV,,
120,LINEA 326,COL,120,326C,RAMAL BERGAMINI,BUENOS AIRES,PROV,,
121,LINEA 130,COL,121,130A,A (por MUNRO) LA BOCA (CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION BOULOGNE (LINEA BELGRANO NORTE - PARTIDO DE SAN ISIDRO - PROVINCIA DE BUENOS AIRES),JN,JN,,
121,LINEA 130,COL,121,130B,B (por AUINGENIERO PASCUAL PALAZZO) LA BOCA (CABA) - ESTACION BOULOGNE (FFCC BELGRANO NORTE - PARTIDO DE SAN ISIDRO),JN,JN,,
122,LINEA 630,COL,122,630R1,PLAZA SAN JUSTO,BUENOS AIRES,LA MATANZA,,
122,LINEA 630,COL,122,630R2,LAFERRERE POR RUTA PROVINCIAL N 21,BUENOS AIRES,LA MATANZA,,
122,LINEA 630,COL,122,630R3,LAFERRERE POR VICTOR MARTINEZ,BUENOS AIRES,LA MATANZA,,
122,LINEA 630,COL,122,630R4,ISIDRO CASANOVA,BUENOS AIRES,LA MATANZA,,
123,LINEA 506A,COL,123,506AA,DERQUI - MONTERREY,BUENOS AIRES,PILAR,,
123,LINEA 506A,COL,123,506AB,DERQUI - TORO,BUENOS AIRES,PILAR,,
124,LINEA 386,COL,124,386A,386A - TRONCAL MORON - BEIRO,BUENOS AIRES,PROV,,
124,LINEA 386,COL,124,386B,386B - FRACC - RMEJIA - BEIRO,BUENOS AIRES,PROV,,
125,LINEA 281,COL,125,281L,RAMAL L,BUENOS AIRES,PROV,,
126,LINEA 322 BS AS,COL,126,322A,MORON - MARCO PAZ,BUENOS AIRES,PROV,,
127,LINEA 510B,COL,127,510R1,ESTACION PILAR (PILAR) - PARQUE INDUSTRIAL PILAR CALLE 3 POR RUTA 8,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R10,ESTACION VILLA ASTOLFI - ESTACION PILAR (PILAR) POR GUIDO,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R11,VILLA DEL CARMEN (DEL VISO) - PARQUE INDUSTRIAL PILAR POR CALLE 24 - POR PILAR,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R2,ESTACION PILAR (PILAR) - PARQUE INDUSTRIAL PILAR CALLE 24 POR PETREL,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R3,ESTACION PILAR (PILAR) - KM 61 ALMIRANTE IRIZAR POR RUTA 8,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R4,ESTACION MANUEL ALBERTI - ESTACION PILAR (PILAR) POR PUENTE GARIN,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R5,ESTACION MANUEL ALBERTI - ESTACION PILAR (PILAR) POR DEL VISO,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R7,KM 61 ALMIRANTE IRIZAR - FATIMA POR PARQUE INDUSTRIAL,BUENOS AIRES,PILAR,,
127,LINEA 510B,COL,127,510R9,VILLA DEL CARMEN (DEL VISO) - ESTACION DEL PILAR - POR VILLA ROSA,BUENOS AIRES,PILAR,,
128,LINEA 354,COL,128,354B,RECORRIDO B,BUENOS AIRES,PROV,,
128,LINEA 354,COL,128,354F,RAMAL F,BUENOS AIRES,PROV,,
129,LINEA 293A,COL,129,293RA,RAMAL A S,BUENOS AIRES,PROV,,
130,LINEA 448,COL,130,448R1,RECORRIDO 1,BUENOS AIRES,PROV,,
130,LINEA 448,COL,130,448R2,RECORRIDO 2,BUENOS AIRES,PROV,,
130,LINEA 448,COL,130,448R3,RECORRIDO 3,BUENOS AIRES,PROV,,
130,LINEA 448,COL,130,448R4,RECORRIDO 4,BUENOS AIRES,PROV,,
131,LINEA 124,COL,131,124A,124A-FDERECHO(CABA)-9 JULIO Y CPELLEGRINI(3FEBR),JN,JN,,
131,LINEA 124,COL,131,124B,124B-FDERECHO(CABA)-BAIGORRIA Y AV NAZCA(CABA),JN,JN,,
134,LINEA 29,COL,134,029A,LA BOCA (CIUDAD AUTONOMA DE BUENOS AIRES) - OLIVOS (PARTIDO DE VICENTE LOPEZ - PROVINCIA DE BUENOS AIRES),JN,JN,,
134,LINEA 29,COL,134,029B,LA BOCA (CIUDAD AUTONOMA DE BUENOS AIRES) - PARQUE PRESIDENTE SARMIENTO (CIUDAD AUTONOMA DE BUENOS AIRES),JN,JN,,
134,LINEA 29,COL,134,029C,LA BOCA (CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION RIVADAVIA (LINEA GENERAL BARTOLOME MITRE - CIUDAD AUTONOMA DE BUENOS AIRES),JN,JN,,
134,LINEA 29,COL,134,029D,PLAZA DE MAYO (CABA) - ESTACION BELGRANO C (LINEA GENERAL BARTOLOME MITRE - CABA) Sobre la traza del Recorrido A,JN,JN,,
136,LINEA 146,COL,136,146A,CIUDADELA - CORREO CENTRAL,JN,JN,,
136,LINEA 146,COL,136,146B,CORREO CENTRAL - CIUDADELA,JN,JN,,
137,LINEA 741,COL,137,741A,ESTACION JOSE C PAZ - SOL Y VERDE POR CASTANEDA,BUENOS AIRES,JOSE C. PAZ,,
137,LINEA 741,COL,137,741B,ESTACION JOSE C PAZ - SOL Y VERDE POR CHACABUCO,BUENOS AIRES,JOSE C. PAZ,,
137,LINEA 741,COL,137,741C,ESTACION JOSE C PAZ - SOL Y VERDE POR VIENA,BUENOS AIRES,JOSE C. PAZ,,
138,LINEA 92,COL,138,092A,A RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES) - BARRIO 9 DE ABRIL (PARTIDO DE ESTEBAN ECHEVERRIA - PROVINCIA DE BUENOS AIRES),JN,JN,,
138,LINEA 92,COL,138,092B,B RETIRO (CIUDAD AUTONOMA DE BUENOS AIRES) - PUENTE 12 (PARTIDO DE LA MATANZA - PROVINCIA DE BUENOS AIRES),JN,JN,,
138,LINEA 92,COL,138,092C,C-EXPRESO- sobre la traza del Recorrido B RETIRO (CABA) - AVENIDA EVA PERON y AVENIDA GENERAL PAZ (CABA),JN,JN,,
138,LINEA 92,COL,138,092D,D-EXPRESO- sobre la traza del Recorrido A PLAZA FLORES (CABA) - BARRIO 9 DE ABRIL (PARTIDO DE ESTEBAN ECHEVERRIA BSAS,JN,JN,,
139,LINEA 85,COL,139,085A,BALNEARIO DE QUILMES (PDO DE QUILMES - PCIA DE BS AS) - CIUDADELA NORTE (PDO DE TRES DE FEBRERO - PCIA DE BS AS) (por PUENTE AGUERO),JN,JN,,
139,LINEA 85,COL,139,085B,BALNEARIO DE QUILMES (PDO DE QUILMES - PCIA DE BS AS) - CIUDADELA NORTE (PDO DE TRES DE FEBRERO - PCIA DE BS AS) (por PUENTE GERLI),JN,JN,,
139,LINEA 85,COL,139,085C,BALNEARIO DE QUILMES (PDO DE QUILMES - PCIA DE BS AS) - CIUDADELA NORTE (PARTIDO DE TRES DE FEBRERO - PCIA DE BS AS),JN,JN,,
139,LINEA 85,COL,139,085D,POMPEYA (CABA) - CIUDADELA NORTE (PDO DE TRES DE FEBRERO - PCIA DE BS AS),JN,JN,,
140,LINEA 503H,COL,140,503HA,503HA RECORRIDO A (EX FCA MILITAR - MANZONE),BUENOS AIRES,PILAR,,
141,LINEA 371,COL,141,371A,ESTACION VIRREYES - BARRIO AVIACION,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371B,ESTACION VIRREYES - BOULOGNE X FATE,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371C,ESTACION VIRREYES - BOULOGNE X CALLE 8,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371D,ROTONDA DE ACASUSSO - ESTACION DON TORCUATO,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371E,ESTACION DON TORCUATO - PUENTE MELO,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371K,ROTONDA DE ACASUSSO - BARRIO AVIACION,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371L,ROTONDA DE ACASUSSO - BOULOGNE X FATE,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371M,ROTONDA DE ACASUSSO - BOULOGNE X CALLE 8,BUENOS AIRES,PROV,,
141,LINEA 371,COL,141,371N,ROTONDA DE ACASUSSO - DON TORCUATO - PUENTE MELO,BUENOS AIRES,PROV,,
142,LINEA 63,COL,142,063A,ESTACION BELGRANO C (LINEA GENERAL BARTOLOME MITRE - CABA) - VILLA MADERO (PDO DE LA MATANZA - PCIA DE BS AS) POR L DE LA TORRE,JN,JN,,
142,LINEA 63,COL,142,063B,ESTAC BELGRANO C (LINEA GRAL BARTOLOME MITRE-BARRANCAS DE BELGRANO - CABA)-VILLA MADERO (PDO DE LA MATANZA-PCIA DE BS AS)(por CORONEL PAGOLA),JN,JN,,
143,LINEA 12,COL,143,012A,PUENTE PUEYRREDON (CIUDAD AUTONOMA DE BUENOS AIRES) - PLAZA FALUCHO (CIUDAD AUTONOMA DE BUENOS AIRES),JN,JN,,
143,LINEA 12,COL,143,012B,PLAZA DE LA CONSTITUCION (CIUDAD AUTONOMA DE BUENOS AIRES) - PLAZA FALUCHO (CIUDAD AUTONOMA DE BUENOS AIRES),JN,JN,,
145,LINEA 113,COL,145,113A,A (por AVENIDA BOYACA) ESTACION BELGRANO C (CIUDAD AUTONOMA DE BUENOS AIRES) - SAN JUSTO (PARTIDO DE LA MATANZA - PROVINCIA DE BUENOS AIRES),JN,JN,,
145,LINEA 113,COL,145,113B,B (por GENERAL GERVASIO JOSE ARTIGAS) ESTACION BELGRANO C (CIUDAD AUTONOMA DE BUENOS AIRES) - SAN JUSTO (PARTIDO DE LA MATANZA - BS AS),JN,JN,,
146,LINEA 445,COL,146,445F,ESTACION DON TORCUATO - PABLO NOGUES,BUENOS AIRES,PROV,,
146,LINEA 445,COL,146,445G,ESTACION DON TORCUATO - BELLA VISTA,BUENOS AIRES,PROV,,
147,LINEA 710,COL,147,710A,ESTACION VIRREYES - BARRIO VILLA DEL CARMEN,BUENOS AIRES,SAN FERNANDO,,
147,LINEA 710,COL,147,710B,ESTACION VIRREYES - BARRIO INFICO,BUENOS AIRES,SAN FERNANDO,,
147,LINEA 710,COL,147,710C,ESTACION VIRREYES - CALLE COLON Y AV SAN MARTIN,BUENOS AIRES,SAN FERNANDO,,
147,LINEA 710,COL,147,710D,COLON Y RIO LUJAN - AV,BUENOS AIRES,SAN FERNANDO,,
150,LINEA 21,COL,150,021A,EJERCITO DE LOS ANDES N 999 (PDO DE LOMAS DE ZAMORA - PCIA DE BS AS) - ROTONDA DARDO ROCHA (PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
150,LINEA 21,COL,150,021B,EJERCITO DE LOS ANDES N 999 (PDO DE LOMAS DE ZAMORA - PCIA DE BS AS) - FABRICA FORD (PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
150,LINEA 21,COL,150,021C,EJERCITO DE LOS ANDES N 999 (PIDO DE LOMAS DE ZAMORA - PA DE BS AS) - PTE SAAVEDRA (PO DE VICENTE LOPEZ - PCIA DE BS AS),JN,JN,,
150,LINEA 21,COL,150,021D,ESTACION LINIERS (LINEA SARMIENTO - CABA) - AUT ING PASCUAL PALAZZO e HIPOLITO YRIGOYEN - RUTA PROVINCIAL N 24 - (PDO DE TIGRE - PCIA DE BS AS),JN,JN,,
150,LINEA 21,COL,150,021E,ESTACION LINIERS (LINEA SARMIENTO - CIUDAD AUTONOMA DE BUENOS AIRES) - ESTACION TIGRE (LINEA MITRE - PARTIDO DE TIGRE - PROVINCIA DE BUENOS AIRES),JN,JN,,
150,LINEA 21,COL,150,021F,ESTACION LINIERS (LINEA SARMIENTO - CABA) - ESTACION FLORIDA (LINEA BELGRANO NORTE - PARTIDO DE VICENTE LOPEZ - PROVINCIA DE BUENOS AIRES),JN,JN,,
150,LINEA 21,COL,150,021G,ESTACION LINIERS (LINEA SARMIENTO - CABA) - CEMENTERIO DE OLIVOS (PARTIDO DE VICENTE LOPEZ -PCIA DE BS AS) (por VICENTE LOPEZ),JN,JN,,
150,LINEA 21,COL,150,021H,ESTACION LINIERS (LINEA SARMIENTO - CABA) - PUENTE SAAVEDRA (PARTIDO DE VICENTE LOPEZ - PCIA DE BS AS),JN,JN,,
150,LINEA 21,COL,150,021I,EJERCITO DE LOS ANDES N 999 (PDO DE LOMAS DE ZAMORA-PCIA DE BS AS)-PTE SAAVEDRA (PDO DE VICENTE LOPEZ-PCIA DE BS AS) (sobre Recorrido C),JN,JN,,
150,LINEA 21,COL,150,021J,EJERCITO DE LOS ANDES N 999 (PDO DE LOMAS DE ZAMORA - PCIA DE BS AS) - FABRICA FORD (PDO DE TIGRE - PCIA DE BS AS) (sobre Recorrido B),JN,JN,,
150,LINEA 21,COL,150,021K,EJERCITO DE LOS ANDES N 999 (PDO DE LOMAS DE ZAMORA - PCIA DE BS AS) - AUT ING PASCUAL PALAZZO y AV B MARQUEZ (PDO DE SAN ISIDRO - PCIA DE BS AS),JN,JN,,
151,LINEA 236,COL,151,236A,MORON - VILLA SPADA,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236B,EST MORON - SAN FRANCISCO,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236C,MORON - BARRIO BELGRANO,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236D,EST MORON - MARCOS PAZ,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236E,EST MORON - PONTEVEDRA,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236F,EST MORON - EST GONZALEZ CATAN,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236G,EST MORON - EST LAFERRERE,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236H,EST MORON - EST MERLO,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236I,EST MORON - BO SAN JOSE,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236J,MERLO GOMEZ-MORON  POR MARINA,BUENOS AIRES,PROV,,
151,LINEA 236,COL,151,236K,MERLO GOMEZ - DISTRITO MILITAR,BUENOS AIRES,PROV,,
